redump_name,serial_1,serial_2,serial_3,serial_4,serial_5
"Seigneur des Anneaux, Le - Tactics (France)",ULES-00199,,,,
Sekai de Ichiban NG na Koi - Full House (Japan),ULJM 05878,,,,
Sekai wa Atashi de Mawatteru - Hikari to Yami no Princess (Japan),ULJM 05468,,,,
Sengoku Basara - Battle Heroes (Japan),ULJM 05436, ULJM 08031,,,
"Sengoku Basara - Chronicle Heroes (Japan, Korea)",ULJM 05903, ULKS 46259,,,
"Sengoku Cannon - Sengoku Ace Episode III (Japan, Asia) (En,Ja)",UCAS-40019, ULJM-05021,,,
Sengoku Efuda Yuugi - Hototogisu Ran (Japan),ULJS 00159,,,,
Sengoku Efuda Yuugi - Hototogisu Tairan (Japan),ULJS 00326,,,,
Sengoku Musou 3 Z Special (Japan),ULJM 06024,,,,
Sengoku Tenka Touitsu (Japan),ULJS 00187,,,,
Sengoku-hime - Senran ni Mau Otome-tachi (Japan),ULJM 05540,,,,
Senjou no Valkyria 2 - Gallia Ouritsu Shikan Gakkou (Japan),ULJM 05560,,,,
Senjou no Valkyria 3 - Unrecorded Chronicles (Japan),ULJM 05781,,,,
Senjou no Valkyria 3 E2 - Extra Edition (Japan),ULJM 05957,,,,
"Senor de los Anillos, El - Tacticas (Spain)",ULES-00202,,,,
Senritsu no Stratus (Japan),ULJM 05934,,,,
Shadow of Destiny (USA),ULUS-10459,,,,
Shadow of Memories (Japan),ULJM-05512,,,,
"Shaun White Snowboarding (Europe) (En,Fr,De,Es,It)",ULES-01185/E,,,,
Shaun White Snowboarding (USA),ULUS 10399,,,,
Shepherd's Crossing (USA),ULUS-10499,,,,
Shin Ken to Mahou to Gakuen Mono - Toki no Gakuen (Japan),ULJM 06117,,,,
Shin Koihime Musou - Otome Ryouran Sangokushi Engi - Shoku-hen (Japan) (Disc 1),ULJM 05694,,,,
Shin Koihime Musou - Otome Ryouran Sangokushi Engi - Shoku-hen (Japan) (Disc 2),ULJM 05695,,,,
"Shin Master of Monsters Final EX - Mukunaru Nageki, Tenmei no Saika (Japan)",ULJS 00282,,,,
"Shin Megami Tensei - Devil Summoner (Japan, Asia)",UCAS 40047, ULJM 05053, ULJM 05237,,
Shin Megami Tensei - Persona (USA),ULUS-10432,,,,
Shin Megami Tensei - Persona 2 - Innocent Sin (Europe),ULES-01557,,,,
Shin Megami Tensei - Persona 2 - Innocent Sin (USA),ULUS-10584,,,,
Shin Megami Tensei - Persona 3 Portable (Europe),ULES-01523, ULES-01523/1.01,,,
Shin Megami Tensei - Persona 3 Portable (Europe) (Beta) (2011-01-25),ULES-01523 1.00,,,,
Shin Megami Tensei - Persona 3 Portable (USA),ULUS-10512,,,,
Shin Megami Tensei - Persona 3 Portable (USA) (Trade Demo),ULUS-80022,,,,
Shin Sangoku Musou - Multi Raid (Japan),ULJM 05427,,,,
Shin Sangoku Musou - Multi Raid (Japan) (Taikenban),ULJM 91017,,,,
Shin Sangoku Musou - Multi Raid 2 (Japan),ULJM 05637,,,,
Shin Sangoku Musou - Multi Raid 2 (Japan) (Taikenban),ULJM 91020,,,,
"Shin Sangoku Musou (Japan, Asia)",ULAS 42008, ULJM 05003, ULJM 08008, ULJM 08017,
Shin Sangoku Musou 2nd Evolution (Japan),ULJM 08020,,,,
Shin Sangoku Musou 5 Empires (Japan),ULJM 05584,,,,
Shin Sangoku Musou 5 Special (Japan),ULJM 05524,,,,
Shin Sangoku Musou 6 Special (Japan) (Disc 1),ULJM 05938, ULJM 08061,,,
Shin Sangoku Musou 6 Special (Japan) (Disc 2),ULJM 05939, ULJM 08062,,,
Shin Seiki Evangelion - Battle Orchestra Portable (Asia),UCAS-40269,,,,
Shin Seiki Evangelion - Koutetsu no Girlfriend 2nd Portable (Japan),ULJM 05477,,,,
Shin Seiki Evangelion 2 - Tsukurareshi Sekai - Another Cases (Japan),ULJS 00064,,,,
Shin Seiki Evangelion 2 - Tsukurareshi Sekai - Another Cases (Japan) (10-shuunen Kinen Memorial Box),ULJS 00061,,,,
Shinigami Shogyou - Kaidan Romance (Japan),ULJM 06334,,,,
Shinigami to Shoujo (Japan),ULJS 00403,,,,
Shining Ark (Japan),ULJM 06223,,,,
Shining Blade (Japan),ULJM 06020, ULJM 08066,,,
Shining Hearts (Japan),ULJM 05780, ULJM 08049,,,
"Shinki Gensou - SSII Unlimited Side (Japan, Asia)",UCAS 40027, ULJM 05041,,,
Shinkyoku Soukai Polyphonica - 0~4 wa Full Pack (Japan),ULJM-05347,,,,
Shinkyoku Soukai Polyphonica - After School (Japan),ULJM 05832,,,,
"Shinobi, Koiutsutsu (Japan)",ULJM 06352,,,,
"Shinobido - Tales of the Ninja (Europe) (En,Fr,De,Es,It)",UCES-00421,,,,
Shinten Makai - GOC IV Another Side (Japan),ULJM 05013,,,,
Shirahana no Ori - Hiiro no Kakera 4 - Shiki no Uta (Japan),ULJM 06313,,,,
Shirahana no Ori - Hiiro no Kakera 4 (Japan),ULJM 06166,,,,
Shiratsuyu no Kai (Japan),ULJM-06289,,,,
Shirogane no Cal to Aoi no Joou (Japan),ULJM 05954,,,,
Shirokishi Monogatari Episode Portable - Dogma Wars (Japan),UCJS 10115,,,,
Shirokuma Bell Stars - Happy Holidays! (Japan),ULJM 06111,,,,
Shougi ga Tsuyokunaru - Gekisashi - Jouseki Doujou (Japan),ULJM 05263,,,,
Shutokou Battle (Japan),ULJM 05017, ULJM 08051,,,
"Sid Meier's Pirates! (Europe) (En,Fr,De,Es,It)",ULES-00688,,,,
"Sid Meier's Pirates! (Europe) (En,Fr,De,Es,It) (Beta) (2006-11-30)",ULET-00696,,,,
"Sid Meier's Pirates! (USA) (En,Fr,De,Es,It)",ULUS-10224,,,,
"Signore degli Anelli, Il - Tactics (Italy)",ULES-00201,,,,
"Silent Hill - Shattered Memories (Europe) (En,Fr,De,Es,It)",ULES-01352,,,,
"Silent Hill - Shattered Memories (Japan) (En,Ja)",ULJM 05564, ULJM 05828,,,
Silent Hill - Shattered Memories (USA),ULUS-10450,,,,
"Silent Hill Origins (Europe) (En,Fr,De,Es,It)",ULES-00869,,,,
"Silent Hill Origins (USA) (En,Fr,De,Es,It)",ULUS-10285,,,,
Silent Hill Zero (Japan),ULJM 05281, ULJM 05586,,,
Silhwang Powerful Pro Yagu 2010 (Korea),ULKS 46255,,,,
Silhwang Powerful Pro Yagu 2011 (Korea),ULKS 46270,,,,
"Silverfall (Europe) (En,Fr,De,Es)",ULES-00808,,,,
Simple 2000 Series Portable!! Vol. 1 - The Mahjong (Japan),ULJS 00301,,,,
Simple 2500 Series Portable!! Vol. 10 - The IQ Cube - Moyatto Atama o Puzzle de Sukkiri! (Japan),ULJS 00108,,,,
Simple 2500 Series Portable!! Vol. 11 - The Puzzle Quest - Agaria no Kishi (Japan),ULJS-00114,,,,
"Simple 2500 Series Portable!! Vol. 12 - The Hohei 2 - Senyuu yo, Sakini Ike (Japan)",ULJS 00207,,,,
"Simple 2500 Series Portable!! Vol. 2 - The Tennis (Japan, Asia)",UCAS 40160, ULJS-00038,,,
Simple 2500 Series Portable!! Vol. 3 - The Dokodemo Suiri - IT Tantei Zen 68 no Jikenbo (Japan),ULJS 00053,,,,
Simple 2500 Series Portable!! Vol. 4 - The Unou Drill (Japan),ULJS 00039,,,,
Simple 2500 Series Portable!! Vol. 7 - The Doko Demo Kanji Quiz - Challenge! Kanji Kentei 2006 (Japan),ULJS 00077,,,,
"Simpson, I - Il Videogioco (Italy)",ULES-00977,,,,
"Simpson, Les - Le Jeu (France)",ULES-00976,,,,
"Simpson, Los - El Videojuego (Spain)",ULES-00979, ULES-00979/1.00,,,
"Simpsons Game, The (Asia)",ULAS 42115,,,,
"Simpsons Game, The (Europe)",ULES-00975,,,,
"Simpsons Game, The (USA)",ULUS-10295,,,,
"Simpsons, Die - Das Spiel (Germany)",ULES-00978, ULES-00978#,,,
"Sims 2, The - Castaway (Europe) (En,Fr,De,Es,It,Nl,Pt)",ULES-00945, ULES-00945/1.00, ULES-00945/P,,
"Sims 2, The - Castaway (USA) (En,Fr,De,Es,It,Nl,Pt)",ULUS 10296,,,,
"Sims 2, The - Pets (Asia) (En,Fr,De,Es,It,Nl,Zh)",ULAS-42085,,,,
"Sims 2, The - Pets (Europe)",ULES-00595,,,,
"Sims 2, The - Pets (Europe) (En,Fr,De,Es,It,Nl)",ULES-00596,,,,
"Sims 2, The - Pets (Korea) (En,Fr,De,Es,It,Nl)",ULKS 46117,,,,
"Sims 2, The - Pets (USA)",ULUS 10130,,,,
"Sims 2, The (Europe) (En,Fr,De,Es,It)",ULES-00211,,,,
"Sims 2, The (USA)",ULUS-10031,,,,
Sincheon Magye - GOC IV - Another Side (Korea),ULKS 46013,,,,
Singi Hwansang - SSII Unlimited Side (Korea),ULKS-46094,,,,
Skate Park City (Europe),ULES-00957,,,,
Smart Bomb (USA),ULUS-10016,,,,
"Smash Court Tennis 3 (Europe) (En,Fr,De,Es,It)",UCES-00758,,,,
"Smash Court Tennis 3 (Japan, Korea) (En,Ja,Fr,De,Es,It)",UCKS 45051, ULJS 00098,,,
Smash Court Tennis 3 (USA),ULUS-10269,,,,
SNK Arcade Classics Vol. 1 (Europe),ULES-01105,,,,
"SNK Arcade Classics Vol. 1 (Japan) (En,Ja)",ULJS 00193,,,,
SNK Arcade Classics Vol. 1 (Korea),ULKS 46179,,,,
SNK Arcade Classics Vol. 1 (USA),ULUS-10338,,,,
Snoopy vs. the Red Baron (USA),ULUS-10189,,,,
Snow Bound Land (Japan),ULJM 06327,,,,
Snow Portable (Japan),ULJM 05214,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo (Europe) (Beta) (2005-12-01),UCET-00222/0.01,,,,
"SOCOM - U.S. Navy SEALs - Fireteam Bravo (Europe) (En,Fr,De,Es,It)",UCES-00038,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo (Korea),UCKS 45021, UCKS 45061,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo (USA),UCUS-98615,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo (USA) (Beta) (2005-08-19),UCUS 98637,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo (USA) (Demo),UCUS 98638,,,,
"SOCOM - U.S. Navy SEALs - Fireteam Bravo 2 (Europe) (En,Fr,De,Es,It)",UCES-00543,,,,
"SOCOM - U.S. Navy SEALs - Fireteam Bravo 2 (Europe) (En,Fr,De,Es,It) (Press Disc)",UCET-00794,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo 2 (Korea),UCKS 45043,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo 2 (USA),UCUS-98645,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo 2 (USA) (Demo) (UCUS-98677),UCUS 98677,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo 2 (USA) (Demo) (UCUS-98691),UCUS 98691,,,,
SOCOM - U.S. Navy SEALs - Fireteam Bravo 2 (USA) (Demo) (UCUS-98692),UCUS 98692,,,,
"SOCOM - U.S. Navy SEALs - Fireteam Bravo 3 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",UCES-01242, ULES-01242,,,
"SOCOM - U.S. Navy SEALs - Fireteam Bravo 3 (Korea) (En,Ko)",UCKS 45128,,,,
"SOCOM - U.S. Navy SEALs - Fireteam Bravo 3 (USA) (En,Fr,Es)",UCUS-98716,,,,
"SOCOM - U.S. Navy SEALs - Tactical Strike (Europe) (En,Fr,De,Es,It,Nl,Ko)",UCES-00855,,,,
SOCOM - U.S. Navy SEALs - Tactical Strike (USA),UCUS-98649,,,,
SOCOM - U.S. Navy SEALs - Tactical Strike (USA) (Demo),UCUS 98714,,,,
"SOCOM - U.S. Navy SEALs Portable (Japan) (En,Ja)",UCJS 10102,,,,
Sol Trigger (Japan),ULJM 06093,,,,
Solomon's Ring - Chi no Shou (Japan),PP-0004, ULJM 06204,,,
Solomon's Ring - Hi no Shou (Japan),PP-0001, ULJM 06200,,,
"Sonic Rivals (Europe) (En,Fr,De,Es,It)",ULES-00622, ULES-00622/E,,,
Sonic Rivals (USA),ULUS 10195, ULUS-10195GH,,,
"Sonic Rivals 2 (Europe) (En,Fr,De,Es,It)",ULES-00940, ULES-00940/E,,,
Sonic Rivals 2 (USA),ULUS 10323,,,,
Sony Computer Science Kenkyuusho Mogi Kenichirou Hakushi Kanshuu - Nou ni Kaikan Aha Taiken (Japan) (v1.00),ULJM 05135,,,,
Sony Computer Science Kenkyuusho Mogi Kenichirou Hakushi Kanshuu - Nou ni Kaikan Minna de Aha Taiken (Japan),ULJM-05189,,,,
Sora no Kiseki - Material Collection Portable (Japan),ULJM 05307,,,,
Sora no Kiseki - Material Collection Portable Mini (Japan) (Taikenban),ULJM 91016,,,,
Sora no Otoshimono - Doki Doki Summer Vacation (Japan),ULJM 05639,,,,
Sorayume Portable (Japan),ULJS 00203,,,,
Soukoku no Kusabi - Hiiro no Kakera 3 - Ashita e no Tobira (Japan),ULJM 06071, ULJM 06072,,,
Soukoku no Kusabi - Hiiro no Kakera 3 Portable (Japan),ULJM 05653, ULJM 06068,,,
Soukyuu no Fafner (Japan),ULJS-00006,,,,
Soul Eater - Battle Resonance (Japan),ULJS 00176,,,,
"Soulcalibur - Broken Destiny (Europe) (En,Ja,Fr,De,Es,It,Ru)",ULES-01298,,,,
"Soulcalibur - Broken Destiny (Japan, Asia) (En,Ja,Fr,De,Es,It,Ru)",UCAS 40275, UCKS 45126, ULJS 00202,,
"Soulcalibur - Broken Destiny (USA) (En,Ja,Fr,De,Es,It,Ru)",ULUS-10457,,,,
Space Invaders - Galaxy Beat (Japan),ULJM 05045,,,,
"Space Invaders Evolution (Europe) (En,Fr,De,Es,It,Nl)",ULES-00348,,,,
"Space Invaders Extreme (Europe) (En,Ja,Fr,De,Es,It) (Beta) (2008-05-16)",ULET-01077,,,,
"Space Invaders Extreme (Europe, Australia) (En,Ja,Fr,De,Es,It)",ULES-01078,,,,
"Space Invaders Extreme (Japan, Asia)",UCAS 40194, ULJM 05315,,,
"Space Invaders Extreme (USA) (En,Fr,De,Es,It)",ULUS-10346,,,,
Space Invaders Pocket (Japan),ULJM 05015,,,,
Spectral Souls - Resurrection of the Ethereal Empires (USA),ULUS-10076,,,,
Spectral vs. Generation (Europe),ULES-00757,,,,
"Spectral vs. Generation (Japan, Asia)",UCAS 40102, ULJM 05162,,,
Spelling Challenges and More! (USA),ULUS 10255,,,,
Spider-Man - Freund oder Feind (Germany),ULES-00901,,,,
"Spider-Man - Friend or Foe (Europe) (En,It)",ULES-00899,,,,
"Spider-Man - Friend or Foe (Europe) (Fr,Es)",ULES-00900,,,,
Spider-Man - Friend or Foe (USA),ULUS-10318,,,,
"Spider-Man - Web of Shadows - Amazing Allies Edition (Europe) (En,Fr,De,Es,It)",ULES-01174,,,,
"Spider-Man - Web of Shadows - Amazing Allies Edition (USA) (En,Fr)",ULUS 10389,,,,
Spider-Man 2 (Europe),ULES-00022,,,,
"Spider-Man 2 (Europe) (Fr,De,Es,It)",ULES-00023,,,,
Spider-Man 2 (USA),ULUS-10015,,,,
"Spider-Man 3 (Europe) (En,Fr,De,Es,It)",ULES-00938, ULES-00938/E,,,
Spider-Man 3 (USA),ULUS 10317, ULUS 10317FV,,,
Spinout (Europe),ULES-00693/E,,,,
"Split-Second - Velocity (Europe) (En,Fr,De,Es,It,Ru)",ULES-01402,,,,
Split-Second (Japan),ULJM 05812,,,,
"Split-Second (USA) (En,Fr,Es)",ULUS-10513,,,,
"SSX on Tour (Europe) (En,Fr,De)",ULES-00192, ULES-00192/FRA,,,
SSX on Tour (Korea),ULKS-46038,,,,
SSX on Tour (USA),ULUS-10042,,,,
Stacked with Daniel Negreanu (USA),ULUS-10101,,,,
"Star Driver - Kagayaki no Takuto - Ginga Bishounen Densetsu (Japan, Asia)",ULAS-42270, ULJS 00368,,,
Star Ocean - First Departure (Europe),ULES-01154,,,,
Star Ocean - First Departure (Japan),ULJM 05290,,,,
Star Ocean - First Departure (USA),ULUS-10374,,,,
Star Ocean - Second Evolution (Europe),ULES-01187,,,,
Star Ocean - Second Evolution (Japan),ULJM 05325, ULJM 05591,,,
Star Ocean - Second Evolution (USA),ULUS-10375,,,,
"Star Soldier (Japan) (En,Ja)",ULJM 05026, ULJM 05235,,,
Star Trek - Tactical Assault (Europe),ULES-00623,,,,
Star Trek - Tactical Assault (USA),ULUS 10150,,,,
"Star Wars - Battlefront II (Europe, Australia) (En,Fr,De,Es,It)",ULES-00183, ULES-00183/E, ULES-00183/P,,
Star Wars - Battlefront II (Japan),ULJM 05060,,,,
Star Wars - Battlefront II (USA),ULUS 10053, ULUS 10053GH,,,
"Star Wars - Lethal Alliance (Europe) (En,Fr,De,Es,It)",ULES-00599,,,,
"Star Wars - Lethal Alliance (USA) (En,Fr,De,Es,It)",ULUS 10188,,,,
"Star Wars - The Clone Wars - Republic Heroes (Europe) (De,It)",ULES-01285#, ULES-01285/E,,,
"Star Wars - The Clone Wars - Republic Heroes (Europe) (En,Fr,Es)",ULES-01284, ULES-01284#,,,
"Star Wars - The Clone Wars - Republic Heroes (USA) (En,Fr,Es)",ULUS 10477,,,,
"Star Wars - The Force Unleashed (Europe) (En,Es,It)",ULES-00981,,,,
"Star Wars - The Force Unleashed (Europe) (Fr,De)",ULES-00982#,,,,
"Star Wars - The Force Unleashed (USA) (En,Fr)",ULUS 10345, ULUS 10345GH,,,
"Star Wars Battlefront - Elite Squadron (Europe) (En,Fr,De,Es,It)",ULES-01214, ULES/E-01214,,,
"Star Wars Battlefront - Elite Squadron (USA) (En,Fr,Es)",ULUS 10390,,,,
"Star Wars Battlefront - Renegade Squadron (Europe) (En,Fr,De,Es,It)",ULES-00861, ULES-00861/E,,,
Star Wars Battlefront - Renegade Squadron (Korea),ULKS 46017,,,,
Star Wars Battlefront - Renegade Squadron (USA),ULUS 10292, ULUS 10292GH,,,
Starry Sky - After Autumn Portable - Etsuran Shite Please - Etsu Plea 2 (Japan),HONEY-007, ULJM 06287,,,
Starry Sky - After Autumn Portable (Japan),HONEY-007, ULJM 06209,,,
Starry Sky - After Spring Portable - Etsuran Shite Please - Etsu Plea 2 (Japan),ULJM 06227,,,,
Starry Sky - After Spring Portable (Japan),ULJM 06207,,,,
Starry Sky - After Summer Portable - Etsuran Shite Please - Etsu Plea 2 (Japan),HONEY-006, ULJM 06255,,,
Starry Sky - After Summer Portable (Japan),HONEY-006, ULJM 06208,,,
Starry Sky - After Winter Portable - Etsuran Shite Please - Etsu Plea 2 (Japan),HONEY-008, ULJM 06324,,,
Starry Sky - After Winter Portable (Japan),HONEY-008, ULJM 06210,,,
Starry Sky - In Autumn Portable (Japan),ULJM 05809,,,,
Starry Sky - In Spring Portable (Japan),ULJM 05683,,,,
Starry Sky - In Summer Portable (Japan),HONEY-002, ULJM 05740,,,
Starry Sky - In Winter Portable (Japan),HONEY-004, ULJM 05861,,,
StateShift (Europe),ULES-00776,,,,
Stealth + Wipeout Pure (Australia),ULES-00232,,,,
"Stealth + Wipeout Pure (Europe) (En,Es,It)",ULES-00229, UMDS 10059,,,
"Stealth + Wipeout Pure (Germany) (En,De)",ULES-00230,,,,
"Stealth + Wipeout Pure (USA) (En,Fr,Es)",ULUS-10058,,,,
Stealth feat. Wipeout Pure Stealth Edition (Japan),ULJM 05105,,,,
Steambot Chronicles - Battle Tournament (USA),ULUS-10470,,,,
"Steel Horizon (Europe) (En,Fr,De,Es,It)",ULES-00739, ULES-00739/7062159,,,
Steel Horizon (USA),ULUS-10215,,,,
Steins;Gate - Hiyoku Renri no Darling (Japan),ULJM 06040,,,,
Steins;Gate (Japan),ULJM 05887,,,,
Sto-Mani - Strobe-Mania (Japan),ULJS 00439,,,,
Storm Lover (Japan),ULJS 00300,,,,
Storm Lover (Japan) (Shokai Seisan-ban),ULJS 00299,,,,
Storm Lover 2nd (Japan),ULJS 00571,,,,
Storm Lover Kai!! (Japan),ULJS 00505, ULJS 00609,,,
Storm Lover Natsukoi!! (Japan),ULJS 00396,,,,
Street Cricket Champions (India),UCES-01320,,,,
Street Cricket Champions 2 (India),UCES 01579,,,,
Street Fighter Alpha 3 Max (Europe),ULES-00235, ULES-00235/0990834, ULES-00235/E,,
Street Fighter Alpha 3 Max (USA),ULUS-10062,,,,
Street Fighter Zero 3 Double Upper (Japan),ULJM 05225,,,,
"Street Riders (Europe) (En,Fr,De,Es,It)",ULES-00276,,,,
Street Supremacy (Europe),ULES-00239,,,,
Street Supremacy (USA),ULUS-10069,,,,
Strike Witches - Hakugin no Tsubasa (Japan),ULJM 06086,,,,
Sudoku (Japan),ULJM 05146,,,,
Sudoku Coach (Australia),ULES-00387,,,,
SuGirly Wish Limited (Japan),ULJM 06205,,,,
Summon Night 3 (Japan) (v2.00),ULJS 00303,,,,
Summon Night 3 (Japan) (v3.00),ULJS 19094,,,,
Summon Night 4 (Japan),ULJS 00375,,,,
Summon Night 5 (Japan),ULJS 00553,,,,
Summon Night 5 (USA),ULUS-10656,,,,
Sunday vs. Magazine Shuuketsu! Choujou Daikessen (Japan),ULJM-05450,,,,
"Super Collapse! 3 (Europe) (En,Fr,De,Es,It)",ULES-01027,,,,
Super Collapse! 3 (USA),ULUS-10287,,,,
Super Danganronpa 2 - Sayonara Zetsubou Gakuen (Japan),ULJS 00522,,,,
"Super Fruit Fall (Europe) (En,Fr,De,Es,It)",ULES-00639,,,,
"Super Hind (Europe) (En,Fr,De,Es,It,Fi)",ULES-01091,,,,
"Super Monkey Ball Adventure (Europe) (En,Fr,De,Es,It)",ULES-00364,,,,
Super Monkey Ball Adventure (USA),ULUS-10132,,,,
Super Pocket Tennis (Europe),ULES-00619,,,,
Super Robot Taisen A Portable (Japan),ULJS 00143,,,,
Super Robot Taisen MX Portable (Japan),ULJS-00041,,,,
Super Robot Taisen OG Saga - Masoukishin - The Lord of Elemental (Japan),ULJS 00445,,,,
"Super Robot Taisen OG Saga - Masoukishin II - Revelation of Evil God (Japan, Korea)",ULJS 00444, ULJS 00446, ULKS 46282,,
"Surf's Up (Europe) (En,Fr,De,Es,It)",ULES-00817,,,,
"Surf's Up (Europe) (En,Fr,Es)",ULES-00816,,,,
"Surf's Up (USA) (En,Fr,Es)",ULUS-10262,,,,
Suzumiya Haruhi no Tsuisou (Japan),ULJS 00370, ULJS 00371,,,
Suzumiya Haruhi no Yakusoku (Japan),ULJS 00124, ULJS 19023,,,
Suzumiya Haruhi no Yakusoku (Japan) (Super Premium Box),ULJS 00123,,,,
Suzumiya Haruhi-chan no Mahjong (Japan),ULJM 05751,,,,
SWAT - Target Liberty (Europe),ULES-00927,,,,
SWAT - Target Liberty (USA),ULUS-10314,,,,
Sweet Fuse - At Your Side (USA),ULUS-10652,,,,
Sword Art Online - Infinity Moment (Japan),ULJS 00557, ULJS 00558,,,
"Syphon Filter - Dark Mirror (Europe) (En,Fr,De,Es,It)",UCES-00310, UCES-00310/UK,,,
"Syphon Filter - Dark Mirror (Europe) (En,Fr,De,Es,It) (Demo)",UCED-00413/9677079,,,,
Syphon Filter - Dark Mirror (USA),UCUS-98641,,,,
Syphon Filter - Dark Mirror (USA) (Demo),UCUS 98656,,,,
"Syphon Filter - Logan's Shadow (Europe) (En,Fr,De,Es,It,Pl,Ru)",UCES-00710,,,,
Syphon Filter - Logan's Shadow (USA),UCUS-98606,,,,
Syphon Filter - Logan's Shadow (USA) (Beta) (2007-08-03),UCUS-98606,,,,
Syphon Filter - Logan's Shadow (USA) (Demo),UCUS 98704,,,,
System Software Update Ver. 3.73 (Japan),UCJX 90027, UTST-99437,,,
Tactics Ogre - Let Us Cling Together (Europe),ULES-01500,,,,
Tactics Ogre - Let Us Cling Together (USA),ULUS-10565,,,,
Tactics Ogre - Unmei no Wa (Japan),ULJM 05753,,,,
"Taiheiyou no Arashi - Senkan Yamato, Akatsuki ni Shutsugekisu! (Japan)",ULJS 00127,,,,
Taiko no Tatsujin Portable (Japan) (v1.01),ULJS 00020,,,,
"Taiko no Tatsujin Portable (Japan, Asia) (v2.00)",UCAS 40022, ULJS 00020,,,
Taiko no Tatsujin Portable 2 (Japan),ULJS 00081,,,,
"Taiko no Tatsujin Portable DX (Japan, Korea)",ULJS 00383, ULKS 46273,,,
Taikou Risshiden IV (Japan),ULJM 05313, ULJM 06140,,,
Taikou Risshiden V (Japan) (v3.00),ULJM 06158,,,,
Taishou Mebiusline Portable (Japan),ULJM-06354,,,,
Taishou Yakyuu Musume. - Otome-tachi no Seishun Nikki (Japan),ULJM 05528,,,,
"Taito Legends Power-Up (Europe) (En,Fr,De,Es,It)",ULES-00473,,,,
Taito Legends Power-Up (USA),ULUS-10208,,,,
Tales of Destiny 2 (Japan),ULJS 00097,,,,
Tales of Eternia (Europe),ULES-00176, ULES-00176#,,,
Tales of Eternia (Japan),ULJS 00015, ULJS 19004,,,
Tales of Phantasia - Full Voice Edition (Japan),ULJS 00079, ULJS 19016,,,
Tales of Phantasia - Narikiri Dungeon X (Japan),ULJS 00293,,,,
Tales of Rebirth (Japan),ULJS 00132, ULJS 19033,,,
"Tales of the Heroes - Twin Brave (Japan, Korea)",ULJS 00431, ULJS 00432, ULKS 46284,,
Tales of the World - Radiant Mythology (Europe),ULES-00837,,,,
Tales of the World - Radiant Mythology (Japan),ULJS 00093, ULJS 19019,,,
Tales of the World - Radiant Mythology (Japan) (PSP System Bundle),ULJM 95004,,,,
Tales of the World - Radiant Mythology (USA),ULUS-10271,,,,
Tales of the World - Radiant Mythology 2 (Japan),ULJS 00175, ULJS 19044,,,
Tales of the World - Radiant Mythology 3 (Japan),ULJS 00294,,,,
Tales of VS (Japan),ULJS 00209,,,,
"TalkMan (Europe, Australia) (En,Ja,Fr,De,Es,It)",UCES-00254, UCES-00254/ANZ,,,
TalkMan (Japan) (Soft Tantaiban),UCJS 18018,,,,
"TalkMan (Japan, Asia) (En,Ja,Zh,Ko) (Microphone Doukonban)",UCAS 40039, UCJS 10009, UCJS 18017,,
"TalkMan Euro! TalkMan Europa Gengo-ban (Japan) (En,Ja,Fr,De,Es,It)",UCJS 10034, UCJS 18020,,,
TalkMan Euro! TalkMan Europa Gengo-ban (Japan) (Microphone Doukonban),UCJS 10033,,,,
Talkman Yeongeohoehwa Sudajaeng English (Korea),UCKS 45044,,,,
TalkMan-shiki - Shabelingual Eikaiwa (Japan) (Microphone Doukonban),UCJS 10050,,,,
TalkMan-shiki Shabelingual Eikaiwa (Japan),UCJS 10051,,,,
TalkMan-shiki Shabelingual Eikaiwa for Kids! (Japan),UCJS 10054,,,,
"TalkMan-shiki Shabelingual Eikaiwa for Kids! (Japan) (En,Ja) (Microphone Doukonban)",UCJS-10053,,,,
Tantei Jinguuji Saburou - Hai to Diamond (Japan),ULJM 05529,,,,
Tantei Opera - Milky Holmes (Japan),ULJS 00342,,,,
Tantei Opera - Milky Holmes 2 (Japan),ULJS 00520,,,,
Tanteibu - The Detective Club - Angou to Misshitsu to Kaijin to (Japan),ULJM 05926,,,,
Tanteibu - The Detective Club - Tantei to Yuurei to Kaitou to (Japan),ULJM 05925,,,,
Te to Te Try On! Tropical (Japan),ULJM 05963,,,,
Tears to Tiara - Kakan no Daichi Portable (Japan),ULJM 05661,,,,
Tears to Tiara Gaiden - Avalon no Nazo Portable (Japan),ULJM 05662,,,,
Tegami Bachi - Kokoro Tsumugu Mono e (Japan),ULJM 05587,,,,
Tekken - Dark Resurrection (Europe) (Beta) (2006-06-26),UCET-00424/0.02,,,,
Tekken - Dark Resurrection (Europe) (Demo),UCED-00448,,,,
"Tekken - Dark Resurrection (Europe) (En,Fr,De,Es,It) (v1.00)",UCES-00356, UCES-00356/9620587,,,
