Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,CD_Number,Region,Compatible_Peripherals,Hardware_Identifier,Marker_ID
Shanghai - Great Moments (Japan) (1M),SHANGHAI GREAT MOMENTS,T-1512G,V1.200,19960902,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-15
Shanghai - Great Moments (Japan) (2M),SHANGHAI GREAT MOMENTS,T-1512G,V1.200,19960902,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-15
Shanghai - Triple-Threat (USA),UE:SHANGHAI: TRIPLE THREAT                      J:SHANGHAI GREATWALL,T-13001,V1.002,19950727,CD-1/1,UE,JAMT,SEGA SEGASATURN,SEGA TP T 130
She'sn (Japan),SHESN,T-19717G,V1.002,19980929,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-197
Shellshock (Europe),SHELLSHOCK,T-11502H50,V1.000,19960325,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-115
Shellshock (France),SHELLSHOCK,T-11502H09,V1.000,19960325,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-115
Shellshock (Germany),SHELLSHOCK,T-11502H18,V1.000,19960326,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-115
Shellshock (USA),SHELLSHOCK,T-7901H,V1.000,19960410,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-79
Shellshock - Jus' Keepin' da Peace (Japan),シェル　ショック,T-10607G,V1.000,19961025,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-106
Shichisei Toushin Guyferd - Crown Kaimetsu Sakusen (Japan),GUYFERD,T-1242G,V1.001,19980928,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-12
Shichuu Suimei Pitagraph (Japan) (2M),PITAGRAPH,T-19501G,V1.060,19960117,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-15
Shienryuu (Japan),SHIENRYU,T-29102G,V1.000,19970414,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-291
Shin Kaitei Gunkan - Koutetsu no Kodoku (Japan),SHIN KAITEI GUNKAN - KOUTETSUNO KODOKU,T-2105G,V1.008,19970218,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Shin Megami Tensei - Devil Summoner (Japan) (Rev A),DDS FOR SATURN   DEVIL SUMMONER,T-14403G,V1.000,19951130,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Shin Megami Tensei - Devil Summoner (Japan) (Rev B),DDS FOR SATURN   DEVIL SUMMONER,T-14403G,V3.000,19960112,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Shin Megami Tensei - Devil Summoner - Akuma Zensho (Japan),DDS FOR SATURN   AKUMA ZENSYO,T-14406G,V1.000,19960306,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Shin Seiki Evangelion (Japan),EVANGELION,GS-9051,V1.005,19960130,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shin Seiki Evangelion - 2nd Impression (Japan) (Made in Japan),EVANGELION2,GS-9129,V1.012,19970212,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shin Seiki Evangelion - 2nd Impression (Japan) (Made in U.S.A.),EVANGELION2,GS-9129,V1.012,19970212,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shin Seiki Evangelion - Eva to Yukaina Nakama-tachi (Japan),EVATOUKAINANAKAMATACHI,T-35103G,V1.001,19980916,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-351
Shin Shinobiden (Japan),SHIN SHINOBIDEN,GS-9010,V1.000,19950519,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shin Theme Park (Japan),SHIN THEME PARK,T-10618G,V1.000,19970411,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-106
Shingata Kururin Pa! (Japan),NEW KURURINPA,T-24202G,V1.010,19960628,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-242
Shining Force III (Europe) (R),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN for PAL ver.,MK-81383,V1.005,19980611,CD-1/1,E,AEJ,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III (USA),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN for U.S. ver.,MK-81383,V1.001,19980624,CD-1/1,U,AEJ,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III (USA) (Beta) (1998-04-23),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN for U.S. ver.,MK-81383,V1.000,19980423,CD-1/1,U,AEJ,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III - Scenario 1 - Outo no Kyoshin (Japan),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN,GS-9175,V1.006,19971117,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III - Scenario 1 - Outo no Kyoshin (Japan) (Demo),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN TAIKENBAN,6106816,V1.000,19971024,CD-1/1,JT,JEA,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III - Scenario 1 - Outo no Kyoshin (Japan) (Rev A),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN A ver.,GS-9175,V2.005,19980330,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III - Scenario 2 - Nerawareta Miko (Japan),SHINING FORCE 3 SCENARIO 2      NERAWARETA MIKO,GS-9188,V1.003,19980404,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III - Scenario 2 - Nerawareta Miko (Japan) (Rev A),SHINING FORCE 3 SCENARIO 2      NERAWARETA MIKO,GS-9188,V2.000,19980721,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III - Scenario 3 - Hyouheki no Jashinguu (Japan),SHINING FORCE 3 SCENARIO 3      HYOHEKI NO      JASHINKYU,GS-9203,V1.001,19980825,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Force III Premium Disc (Japan),SHINING FORCE 3 PREMIUM DISC,6106979,V1.000,19981013,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Shining the Holy Ark (Europe),SHINING THE HOLYARK,MK-81306,V1.002,19970514,CD-1/1,E,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Shining the Holy Ark (Japan) (1M),SHINING THE HOLYARK,T-33101G,V1.005,19961122,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA TP T-331
"Shining the Holy Ark (Japan) (2M, 3M)",SHINING THE HOLYARK,T-33101G,V1.005,19961122,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA TP T-331
Shining the Holy Ark (USA),SHINING THE HOLYARK,MK-81306,V1.003,19970521,CD-1/1,U,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Wisdom (Europe),Shining Wisdom,MK-81381,V1.000,19960515,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Wisdom (Japan),SHINING WISDOM,GS-9057,V1.000,19950719,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Wisdom (Japan) (Demo),SHINING WISDOM,GS-9057,V1.000,19950715,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Wisdom (Japan) (Rev A),SHINING WISDOM,GS-9057,V1.000,19950719,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shining Wisdom (USA),Shining Wisdom,T-12702H,V1.000,19960409,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-127
Shining Wisdom (USA) (Beta) (1996-04-09),SHINING WISDOM,T-12710G,V1.000,19960131,CD-1/1,JUTE,J,SEGA SEGASATURN,SEGA TP T-127
Shining Wisdom (USA) (Beta) (1996-04-11),Shining Wisdom,T-12702H,V1.000,19960409,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-127
Shinobi Legions (USA),SHINOBI LEGIONS,T-2301H,V1.000,19950802,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-23
Shinobi-X - Shin Shinobi Den (Europe),SHINOBI-X,MK-81082,V1.000,19950803,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shinouken (Japan),SHINOHKEN,T-3113G,V1.003,19970221,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-31
Shinpi no Sekai El-Hazard - El-Hazard - The Magnificent World for Sega Saturn (Japan) (2M),ELHAZARD,T-22202G,V1.002,19960627,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-222
Shinrei Jusatsushi Taroumaru (Japan),TAROMARU,T-4804G,V1.004,19961120,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-48
Shinsetsu Samurai Spirits - Bushidou Retsuden (Japan),SAMURAI SPIRITS BUSIDO RETSUDEN,T-3112G,V1.001,19970520,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-31
Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (1M),SHINSETSU YUMEMIYAKATA,GS-9005,V1.000,19941111,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (2A, 2B)",SHINSETSU YUMEMIYAKATA,GS-9005,V1.000,19941111,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (5M),SHINSETSU YUMEMIYAKATA,GS-9005,V1.000,19941111,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shippuu Mahou Daisakusen - Kingdom-Grandprix (Japan),SIPPU MAHOU DAISAKUSEN,T-18506G,V1.300,19960507,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-185
Shiroki Majo - Mou Hitotsu no Eiyuu Densetsu (Japan) (Demo),SHIROKI MAJO,6106860,V1.000,19980115,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-143
Shiroki Majo - Mou Hitotsu no Eiyuu Densetsu (Japan) (Disc 1),SHIROKI MAJO,T-14322G,V1.001,19980115,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-143
Shiroki Majo - Mou Hitotsu no Eiyuu Densetsu (Japan) (Disc 2),SHIROKI MAJO,T-14322G,V1.001,19980115,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-143
Shockwave Assault (Europe),SHOCKWAVE       ASSAULT,T-5005H,V1.000,19960628,CD-1/1,E,JA,SEGA SEGASATURN,SEGA TP T-50
Shockwave Assault (USA),SHOCKWAVE       ASSAULT,T-5005H,V1.000,19960628,CD-1/1,U,JA,SEGA SEGASATURN,SEGA TP T-50
Shougi Matsuri (Japan),SHOGI-MATURI,T-16502G,V1.002,19950707,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-165
Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 1),SYOUJYOKAKUMEI  UTENA           ITUKAKAKUMEISURUMONOGATARI,GS-9182,V1.001,19980421,CD-1/2,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 2),SYOUJYOKAKUMEI  UTENA           ITUKAKAKUMEISURUMONOGATARI,GS-9182,V1.001,19980421,CD-2/2,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Shouryuu Sangoku Engi (Japan),SYOURYUU SANGOKU ENGI,T-15009G,V1.002,19960611,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-150
Shunsai (Japan),SHUNSAI,T-18703G,V1.003,19960710,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-187
Shusse Mahjong Daisettai (Japan),DAI SETTAI,T-24902G,V1.004,19961120,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-249
Shutsudou! Miniskirt Police (Japan) (2M),MINI SC POLICE,T-30812G,V1.001,19970730,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Sid Meier's Civilization - Shin Sekai Shichidai Bunmei (Japan),CIVILIZATION,T-2003G,V1.003,19970325,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-20
Side Pocket 2 - Densetsu no Hustler (Japan),SIDE POCKET 2,T-1301G,V1.001,19950220,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Side Pocket 3 (Japan),SIDE POCKET 3,T-1314G,V1.000,19970608,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Side Pocket 3 (Japan) (Demo),SIDE POCKET 3,6106678,V0.999,19970606,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Silhouette Mirage (Japan),SILHOUETTEMIRAGE,T-32901G,V1.003,19970730,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-329
Silhouette Mirage (Japan) (Demo),SILHOUETTEMIRAGE,610-6679,V1.001,19970717,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-329
Silhouette Mirage (Japan) (Rev A),SILHOUETTEMIRAGE,T-32901G,V1.100,19970806,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-329
SimCity 2000 (Europe),SimCity2000,MK-81580,V1.000,19951204,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
SimCity 2000 (Japan) (Rev A),SimCity2000                                     SimCity2000,GS-9027,V1.041,19950818,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
SimCity 2000 (USA),SimCity2000                                     SimCity2000,T-12601H,V1.401,19950901,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-126
Simulation RPG Tkool (Japan),S-RPG TCOOL,T-2106G,V1.003,19980728,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Simulation Zoo (Japan),SIMZOO FOR SEGA SATURN,T-18611G,V1.001,19961213,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-186
"Skeleton Warriors (Europe) (En,Fr,De,Es,It)",SKELETON WARRIORS,T-7018H-50,V1.000,19960522,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-70
Skeleton Warriors (USA),SKELETON WARRIORS,T-13204H,V1.001,19960206,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-132
Skull Fang - Kuuga Gaiden (Japan),SKULLFANG,T-1311G,V1.001,19970417,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Sky Target (Europe),SKY TARGET,MK-81051,V1.000,19970414,CD-1/1,E,JAE,SEGA SEGASATURN,SEGA ENTERPRISES
Sky Target (Japan),SKY TARGET,GS-9103,V1.003,19970329,CD-1/1,JT,JAE,SEGA SEGASATURN,SEGA ENTERPRISES
Sky Target (USA),SKY TARGET,MK-81051,V1.003,19970521,CD-1/1,UT,JAE,SEGA SEGASATURN,SEGA ENTERPRISES
Slam 'n Jam '96 featuring Magic & Kareem (Japan),SLAM'N JAM 96,T-159056,V1.000,19960423,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-159
Slam 'n Jam '96 featuring Magic & Kareem - Signature Edition (Europe),SLAM'N JAM 96,T-15902H50,V1.000,19960423,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-159
Slam 'n Jam '96 featuring Magic & Kareem - Signature Edition (USA),SLAM'N JAM 96,T-159028H,V1.000,19960416,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-159
Slayers Royal (Japan),SLAYERSROYAL,T-27903G,V1.006,19970630,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-279
Slayers Royal 2 (Japan) (1M),SLAYERSROYAL2,T-27907G,V1.005,19980804,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-279
Slayers Royal 2 (Japan) (2M),SLAYERSROYAL2,T-27907G,V1.005,19980804,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-279
Snatcher (Japan),SNATCHER,T-9508G,V1.000,19950213,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-95
Soeldnerschild (Japan),SOLDNER,GS-9155,V1.001,19970808,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Sokkou Seitokai - Sonic Council (Japan),SOKKO SEITOKAI,T-20611G,V1.003,19971213,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
Sol Divide (Japan),SOLDIVIDE,T-14423G,V1.000,19980513,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Solar Eclipse (USA) (2S),SOLAR ECLIPSE,T-15911H,V1.000,19951025,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-159
Solo Crisis (Japan) (1M),Solo Crisis,T-23501G,V1.000,19971121,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-235
Solo Crisis (Japan) (2M),Solo Crisis,T-23501G,V1.000,19971121,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-235
Solo Crisis (Japan) (Demo),Solo Crisis,6106802,V1.001,19971016,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-235
Sonic 3D - Flickies' Island (Europe),Sonic 3D        Flickies Island,MK-8106250,V1.000,19970106,CD-1/1,E,JATE,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic 3D - Flickies' Island (Japan),Sonic 3D Flickies Island,GS-9143,V1.004,19990909,CD-1/1,J,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic 3D Blast (USA),Sonic 3D Blast,MK-81062,V1.000,19961108,CD-1/1,U,JAE,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic Jam (Europe),SONIC JAM,MK-81079,V1.000,19970718,CD-1/1,E,EJ,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic Jam (Japan),SONIC JAM,GS-9147,V1.005,19970602,CD-1/1,JT,EJ,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic Jam (Japan) (Rev A),SONIC JAM,GS-9147,V1.008,19970703,CD-1/1,JT,EJ,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic Jam (USA),SONIC JAM,MK-81079,V1.004,19970715,CD-1/1,U,EJ,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic R (Europe),SONIC R,MK-81800,V1.000,19971017,CD-1/1,E,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic R (Japan) (1M),SONIC R,GS-9170,V1.002,19971105,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic R (Japan) (2M),SONIC R,GS-9170,V1.002,19971105,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic R (Japan) (Demo),SONIC R DEMO,6106815,V1.001,19971029,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
"Sonic R (USA, Brazil)",SONIC R,MK-81800,V1.000,19971027,CD-1/1,U,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Sonic Wings Special (Japan),SONIC WINGS SPECIAL,T-26402G,V1.001,19960520,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-264
Sorvice (Japan),SORVICE,T-16609G,V1.007,19980820,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-166
Sotsugyou - Graduation S (Japan),SOTSUGYO S,T-20103G,V1.001,19970802,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-201
Sotsugyou Album (Japan),SOTSUGYO ALBUM,T-10504G,V1.002,19971125,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-105
Sotsugyou Crossworld (Japan),SOTSUGYO CROSSWORLD,T-10503G,V1.002,19970218,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-105
Sotsugyou II - Neo Generation (Japan) (1M),SOTSUGYOU2,T-5301G,V1.000,19950710,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-53
Sotsugyou II - Neo Generation (Japan) (2M),SOTSUGYOU2,T-5301G,V1.000,19950710,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-53
Sotsugyou III - Wedding Bell (Japan),SOTSUGYO 3,T-10505G,V1.003,19980302,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-105
Soukuu no Tsubasa - Gotha World (Japan) (Demo),SOUKUU NO TUBASA TAIKENBAN,6106710,V1.000,19970722,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-22
Soukuu no Tsubasa - Gotha World (Japan) (Disc 1),SOUKUU NO TUBASA,T-2205G,V1.000,19970824,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-22
Soukuu no Tsubasa - Gotha World (Japan) (Disc 2),SOUKUU NO TUBASA,T-2205G,V1.000,19970824,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-22
Soukyuu Gurentai (Japan),SOUKYU GURENTAI,T-10616G,V1.003,19970113,CD-1/1,J,JAET,SEGA SEGASATURN,SEGA TP T-106
Soukyuu Gurentai (Japan) (Rev A),SOUKYU GURENTAI,T-10616G,V2.000,19970128,CD-1/1,J,JAET,SEGA SEGASATURN,SEGA TP T-106
Soukyuu Gurentai - Otokuyou (Japan),SOUKYU GURENTAI OTOKUYOU,T-10626G,V1.000,19971030,CD-1/1,J,JAE,SEGA SEGASATURN,SEGA TP T-106
Sound Novel Machi (Japan) (Disc 1) (10.11-10.13 Incl.) (1M),MACHI,T-34001G,V1.001,19971212,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-340
Sound Novel Machi (Japan) (Disc 2) (10.13-10.15 Incl.) (1M),MACHI,T-34001G,V1.001,19971212,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-340
Sound Novel Machi (Japan) (Disc 2) (10.13-10.15 Incl.) (2M),MACHI,T-34001G,V1.001,19971212,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-340
Sound Novel Tkool 2 (Japan),SN-TCOOL,T-2108G,V1.003,19971104,CD-1/1,J,JMK,SEGA SEGASATURN,SEGA TP T-21
Sound Qube (Japan),SOUND QUBE,T-4318G,V1.001,19980226,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-43
Soviet Strike (Europe),SOVIET STRIKE,T-5013H,V1.000,19970109,CD-1/1,E,JEA,SEGA SEGASATURN,SEGA TP T-50
Soviet Strike (France),SOVIET STRIKE,T-5013H,V1.000,19970109,CD-1/1,E,JEA,SEGA SEGASATURN,SEGA TP T-50
Soviet Strike (Germany),SOVIET STRIKE,T-5013H,V1.000,19970110,CD-1/1,E,JEA,SEGA SEGASATURN,SEGA TP T-50
Soviet Strike (Japan),SOVIET STRIKE,T-10621G,V1.000,19970708,CD-1/1,J,JEA,SEGA SEGASATURN,SEGA TP T-106
Soviet Strike (USA),SOVIET STRIKE,T-5013H,V1.000,19970109,CD-1/1,U,JEA,SEGA SEGASATURN,SEGA TP T-50
Space Hulk - Vengeance of the Blood Angels (Europe),SPACE HULK,T-5007H,V1.000,19960710,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-50
Space Hulk - Vengeance of the Blood Angels (USA),SPACE HULK,T-5007H,V1.000,19960710,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-50
Space Invaders (Japan),SPACE INVADERS,T-1107G,V1.001,19961024,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-11
Space Jam (Europe),SPACE JAM,T-8125H-50,V1.001,19961122,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-81
Space Jam (Japan),SPACE JAM,T-8119G,V1.000,19961202,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-81
Space Jam (USA),SPACE JAM,T-8125H,V1.000,19961027,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-81
Special Disc with SegaSaturn Internet 2 (Japan),SPECIAL DISC WITH SEGASATURN INTERNET 2                                                            Aplix SP lib.,T-31303G,V1.020,19970328,CD-1/1,J,JDKM,SEGA SEGASATURN,SEGA TP T-313
Spot Goes to Hollywood (Europe),SPOT GOES TO HOLLYWOOD,T-7001H-50,V1.400,19961206,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-70
Spot Goes to Hollywood (Japan),SPOT GOES TO HOLLYWOOD,T-7014G,V1.000,19961107,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-70
Spot Goes to Hollywood (USA),SPOT GOES TO HOLLYWOOD,T-7001H,V1.000,19961211,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-70
Stakes Winner - GI Kanzen Seiha e no Michi (Japan),STAKES WINNER SS,T-3107G,V0.108,19961106,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-31
Stakes Winner 2 - Saikyouba Densetsu (Japan),STAKES WINNER2,T-3115G,V1.006,19970330,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-31
Standby Say You! (Japan),STAND BY SAY YOU,T-4309G,V1.001,19970207,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-43
"Star Bowling Vol. 2, The (Japan) (Disc 1)",THE STAR BOWLING2,T-21805G,V1.000,19971018,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-218
"Star Bowling Vol. 2, The (Japan) (Disc 2)",THE STAR BOWLING2,T-21805G,V1.000,19971018,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-218
"Star Bowling, The (Japan) (Disc 1)",THE STAR BOWLING,T-21804G,V1.001,19970822,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-218
"Star Bowling, The (Japan) (Disc 2)",THE STAR BOWLING,T-21804G,V1.001,19970822,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-218
Star Fighter (USA),STAR FIGHTER,T-8135H,V1.001,19960821,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
"StarFighter 3000 (Europe) (En,Fr,De,Es,It)",STARFIGHTER 3000,T-29701H,V1.000,19960901,CD-1/1,E,JAT,SEGA SEGASATURN,SEGA TP T-297
StarFighter 3000 (Japan),STARFIGHTER 3000,T-15012G,V1.000,19960901,CD-1/1,J,JATE,SEGA SEGASATURN,SEGA TP T-150
Steam-Heart's (Japan),SS STEAM-HEART'S,T-32502G,V1.001,19980618,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-325
Steamgear Mash (Japan) (1M),STEAMGEAR MASH,T-10301G,V1.000,19950824,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-103
Steamgear Mash (Japan) (2M),STEAMGEAR MASH,T-10301G,V1.000,19950824,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-103
Steep Slope Sliders (Europe),STEEP SLOPE SLIDERS,MK-81128,V1.000,19971111,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Steep Slope Sliders (Japan),STEEP SLOPE SLIDERS,T-9112G,V1.000,19970904,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-91
Steep Slope Sliders (Japan) (Demo),STEEP SLOPE SLIDERS,6106716,V0.500,19970818,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-91
Steep Slope Sliders (USA),STEEP SLOPE SLIDERS,MK-81128,V1.000,19971024,CD-1/1,U,J,SEGA SEGASATURN,SEGA ENTERPRISES
Stellar Assault SS (Japan),STELLAR ASSAULT SS,T-4403G,V1.001,19980107,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-44
Stellar Assault SS (Japan) (Demo),STELLAR ASSAULT SS,6106827,V0.012,19971204,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-44
"Story of Thor 2, The (Europe)",THE STORY OF      THOR 2,MK-81302,V1.000,19960618,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Strahl - Himerareshi Nanatsu no Hikari (Japan),STRAHL,T-20501G,V1.004,19951021,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-205
